Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship,Interest
S01530,22,Female,3.32,1049,513,2.68,Mathematics,4,4,2,5,6,4,25000,9,3,Entry,7,No,Data Science
S01531,23,Female,2.82,1037,941,3.43,Arts,4,7,1,9,10,5,50800,10,1,Senior,10,No,Biomedical Engineering
S01532,23,Female,3.79,1034,950,3.05,Law,1,9,0,3,2,2,37600,7,2,Mid,10,Yes,Graphic Design
S01533,25,Female,2.33,1356,946,2.45,Law,2,0,3,3,9,4,30600,3,5,Senior,4,No,Software Development
S01534,26,Male,3.99,1500,207,3.69,Law,4,2,3,9,6,2,25000,5,1,Mid,7,No,AI
S01535,19,Female,2.24,1393,647,3.64,Arts,3,8,3,9,5,2,39400,9,5,Entry,6,No,Data Science
S01536,26,Male,2.03,1426,447,2.79,Arts,4,0,4,4,6,5,73600,5,3,Entry,6,No,Physics
S01537,29,Male,3.78,1232,783,3.18,Business,2,7,0,1,6,1,62900,3,4,Senior,5,No,Biomedical Engineering
S01538,28,Male,2.49,1261,89,2.52,Law,0,5,1,1,6,3,72000,8,3,Entry,8,No,Cybersecurity
S01539,27,Male,3.46,1073,195,3.38,Engineering,3,9,3,9,10,2,38900,7,2,Entry,9,No,Biology
S01540,26,Male,3.62,1501,414,2.62,Arts,0,4,2,6,6,3,66100,5,5,Entry,9,No,AI
S01541,27,Female,3.72,1112,122,3.69,Engineering,0,5,5,5,9,4,68600,5,1,Entry,6,Yes,Medicine
S01542,27,Female,3.98,1242,462,2.43,Medicine,2,4,4,10,7,1,72300,1,3,Entry,5,No,Physics
S01543,24,Male,2.59,960,116,2.03,Law,4,8,1,3,1,5,46200,8,5,Senior,1,No,AI
S01544,18,Male,3.42,960,196,2.54,Arts,0,1,3,3,10,1,42800,6,1,Entry,3,No,Data Science
S01545,24,Male,2.23,1577,36,2.38,Arts,1,9,1,2,9,0,48700,5,3,Senior,8,No,Cybersecurity
S01546,27,Male,2.81,1423,67,3.02,Business,4,5,4,7,6,5,51400,7,4,Entry,1,No,Software Development
S01547,22,Female,3.7,1115,645,2.41,Engineering,3,3,5,9,10,5,30400,2,4,Entry,1,No,Environmental Science
S01548,23,Male,2.74,1488,281,3.53,Business,4,2,2,6,8,3,41400,3,3,Entry,8,No,Entrepreneurship
S01549,27,Female,3.18,1523,479,2.48,Business,2,4,3,10,3,1,66700,9,2,Mid,7,No,Software Development
S01550,24,Male,3.01,1477,11,3.41,Engineering,2,1,2,1,3,4,41600,5,4,Mid,2,No,AI
S01551,22,Other,3.29,1593,968,3.16,Medicine,3,2,4,6,9,0,51100,6,5,Mid,6,Yes,Software Development
S01552,24,Male,3.95,1322,730,3.97,Engineering,3,6,2,8,9,1,57100,8,2,Mid,9,No,Criminal Law
S01553,26,Female,2.11,1322,322,4.0,Medicine,3,0,4,8,5,4,68700,3,2,Entry,8,No,Robotics
S01554,20,Male,3.15,1270,668,3.74,Business,2,1,5,10,5,3,59100,1,3,Mid,6,No,Data Science
S01555,25,Female,3.73,1105,240,3.52,Medicine,4,2,2,3,3,4,64000,4,5,Mid,2,Yes,Graphic Design
S01556,19,Male,2.96,1185,60,2.77,Law,0,9,1,1,7,4,56500,2,5,Entry,3,No,Marketing
S01557,28,Male,2.16,1004,650,3.51,Medicine,0,6,1,5,7,4,54400,9,1,Mid,3,No,Nursing
S01558,24,Female,3.12,1587,562,3.91,Medicine,1,3,4,6,3,2,63100,4,4,Entry,9,No,Music
S01559,19,Female,2.66,1442,679,2.05,Arts,2,7,1,10,8,5,25000,9,4,Entry,9,Yes,Software Development
S01560,21,Female,2.31,1141,165,3.08,Arts,3,7,5,9,6,1,60600,7,2,Entry,5,No,Psychology
S01561,24,Female,3.7,1390,831,2.44,Mathematics,4,0,2,2,3,4,25000,7,2,Entry,5,No,Film
S01562,20,Female,3.04,1564,189,3.12,Business,2,4,2,1,6,0,42300,1,3,Mid,8,No,Finance
S01563,19,Male,3.87,1397,487,2.93,Engineering,1,0,3,7,1,2,63400,2,5,Entry,3,No,Psychology
S01564,28,Male,3.61,1334,981,3.15,Medicine,0,6,4,2,6,4,47500,7,4,Entry,9,No,HR
S01565,27,Male,3.39,1383,92,3.1,Law,4,3,1,2,7,4,48900,5,1,Executive,5,No,AI
S01566,24,Female,2.01,1346,806,3.92,Arts,0,7,5,3,4,5,53600,7,4,Senior,9,No,Medicine
S01567,18,Male,2.86,1283,888,3.1,Engineering,4,7,4,4,4,1,77900,3,4,Senior,10,Yes,Software Development
S01568,25,Male,2.39,1409,289,3.69,Law,3,8,1,7,3,2,25000,8,4,Entry,9,No,Software Development
S01569,20,Female,3.82,1069,509,2.64,Medicine,4,5,3,1,5,4,39200,4,2,Mid,4,No,Data Science
S01570,29,Female,2.35,1222,75,2.88,Engineering,3,6,2,6,1,4,70900,8,5,Entry,2,No,Software Development
S01571,29,Male,2.57,1373,557,2.94,Mathematics,2,6,2,7,6,3,46200,6,5,Entry,7,Yes,Music
S01572,19,Male,3.03,1131,428,2.56,Law,0,4,5,3,2,0,47100,9,4,Mid,1,No,Cybersecurity
S01573,20,Male,2.53,1595,385,2.76,Computer Science,4,6,0,3,4,0,60200,6,5,Mid,7,No,Psychology
S01574,22,Male,2.42,1258,53,3.2,Law,4,8,4,2,6,1,31300,4,3,Mid,1,No,AI
S01575,28,Male,3.2,1174,175,3.16,Law,1,3,1,5,6,2,63200,3,2,Senior,5,Yes,Biomedical Engineering
S01576,25,Female,2.18,931,673,3.27,Medicine,0,1,0,7,10,5,44500,4,2,Mid,1,Yes,Film
S01577,27,Female,2.12,1076,579,2.7,Engineering,2,7,4,3,7,5,47500,7,5,Senior,8,Yes,AI
S01578,24,Female,2.74,964,474,2.63,Medicine,3,6,1,7,1,4,37800,8,4,Senior,1,No,Creative Writing
S01579,24,Male,3.44,926,911,3.22,Medicine,2,5,3,8,6,5,57600,2,4,Mid,6,No,AI
S01580,29,Female,3.11,1562,361,2.27,Computer Science,1,6,4,3,9,2,45300,9,4,Entry,1,No,Music
S01581,24,Male,2.85,1378,270,2.51,Mathematics,2,2,1,1,8,1,54100,7,5,Entry,2,No,Cybersecurity
S01582,25,Male,3.13,1167,407,2.08,Law,3,5,2,3,8,3,44400,7,4,Entry,4,No,Marketing
S01583,18,Female,2.73,1496,124,2.15,Engineering,0,9,4,6,6,1,49400,10,5,Entry,8,No,Finance
S01584,21,Male,3.87,965,694,2.49,Mathematics,1,6,1,1,4,0,41600,4,1,Mid,3,Yes,AI
S01585,23,Male,2.11,1032,376,2.04,Business,4,6,5,9,1,3,44800,7,5,Entry,8,Yes,Robotics
S01586,26,Female,3.35,1265,392,2.49,Arts,4,4,2,3,5,4,37100,2,3,Senior,7,No,Robotics
S01587,19,Male,3.78,981,182,3.31,Mathematics,0,2,2,3,5,1,35100,10,4,Mid,6,No,Film
S01588,18,Female,3.61,1227,36,2.12,Medicine,2,1,0,7,7,2,76300,3,4,Entry,10,No,Creative Writing
S01589,27,Male,2.37,997,212,2.87,Medicine,4,6,1,7,1,2,52800,2,2,Entry,1,Yes,Cybersecurity
S01590,29,Female,2.59,1484,896,3.83,Medicine,1,3,0,6,6,0,25000,5,5,Entry,6,Yes,Medicine
S01591,19,Male,3.43,1226,948,3.58,Medicine,3,1,5,7,7,0,48200,1,1,Entry,6,No,AI
S01592,24,Male,2.17,1441,134,2.61,Arts,2,7,0,5,1,5,64800,2,4,Entry,10,No,Software Development
S01593,20,Female,3.62,1024,865,3.85,Business,3,1,3,8,3,0,25000,6,2,Senior,8,No,Psychology
S01594,27,Male,3.44,1109,924,2.66,Computer Science,2,5,0,10,10,0,58400,6,5,Mid,6,No,Graphic Design
S01595,19,Male,3.46,1032,690,2.15,Business,1,3,0,2,9,4,49100,8,2,Entry,2,Yes,Cybersecurity
S01596,28,Male,2.2,1402,678,3.99,Arts,3,8,3,5,8,3,25000,9,1,Entry,10,No,Graphic Design
S01597,24,Male,3.44,1056,926,3.74,Engineering,1,4,3,9,10,5,40400,9,5,Mid,3,No,Robotics
S01598,19,Male,3.36,1458,491,2.93,Computer Science,3,3,4,4,6,0,46700,7,4,Mid,2,No,Nursing
S01599,20,Male,3.66,1281,849,3.33,Computer Science,2,7,0,8,8,1,30700,10,5,Mid,3,Yes,Cybersecurity
S01600,28,Female,2.08,921,841,3.34,Engineering,1,2,2,3,2,4,38500,1,4,Entry,1,Yes,Data Science
S01601,24,Male,2.05,1494,988,2.39,Law,2,8,3,6,7,3,53400,4,3,Executive,7,No,Cybersecurity
S01602,21,Female,2.75,1318,438,2.4,Medicine,2,7,1,8,2,4,53500,7,4,Mid,5,No,Marketing
S01603,18,Male,2.3,1371,839,2.94,Arts,3,7,4,9,3,2,56500,2,2,Entry,9,No,AI
S01604,22,Male,3.12,1133,46,3.82,Engineering,3,9,4,7,2,4,39900,9,1,Entry,7,Yes,HR
S01605,29,Female,3.83,1471,668,2.02,Business,1,4,0,6,5,5,66200,1,5,Entry,1,No,Cybersecurity
S01606,26,Male,2.78,1353,401,3.57,Business,4,0,5,6,10,4,47800,9,3,Entry,1,No,Entrepreneurship
S01607,25,Other,3.69,1599,488,2.12,Law,0,9,2,6,5,2,43400,7,3,Mid,2,No,Entrepreneurship
S01608,29,Male,2.0,1469,432,2.96,Engineering,3,8,5,10,6,2,46400,10,3,Entry,7,No,Robotics
S01609,26,Female,2.34,1061,428,3.28,Arts,2,1,5,9,6,2,55200,6,2,Senior,7,No,Entrepreneurship
S01610,27,Female,2.06,1200,748,3.37,Law,0,0,3,3,7,5,54300,7,4,Entry,9,No,Medicine
S01611,26,Female,2.66,1205,828,2.12,Law,1,5,1,4,8,5,43000,2,3,Senior,3,No,Cybersecurity
S01612,24,Female,3.82,901,572,2.84,Law,0,0,0,3,4,4,64000,10,1,Mid,3,Yes,AI
S01613,21,Female,2.19,1170,517,3.17,Computer Science,0,9,2,9,9,2,46700,2,1,Entry,8,No,Graphic Design
S01614,22,Male,3.21,1320,965,2.13,Computer Science,4,9,0,5,3,0,60100,3,5,Entry,6,Yes,Culinary Arts
S01615,18,Male,2.9,1042,462,2.27,Medicine,4,9,0,10,5,1,70400,6,1,Senior,3,No,Data Science
S01616,18,Female,3.88,1599,966,3.33,Arts,0,6,4,8,3,1,42300,1,4,Entry,8,No,Cybersecurity
S01617,20,Male,2.25,1591,903,3.04,Business,4,6,5,8,2,2,44100,4,4,Entry,3,Yes,Finance
S01618,25,Male,2.42,1434,181,2.32,Business,4,0,1,9,5,3,33100,8,3,Senior,6,No,Software Development
S01619,19,Female,2.06,936,145,3.07,Medicine,0,9,1,10,9,4,35800,8,4,Executive,1,No,Data Science
S01620,21,Male,2.87,1006,827,3.83,Business,3,4,1,7,6,1,60000,5,4,Senior,4,No,Nursing
S01621,19,Female,2.56,1196,265,2.03,Law,4,2,1,3,4,5,59800,7,3,Mid,6,No,Physics
S01622,22,Female,3.74,996,735,3.29,Medicine,0,1,3,5,7,5,25000,5,5,Entry,5,No,Data Science
S01623,26,Female,3.21,1180,406,2.15,Medicine,3,4,3,3,10,0,34500,4,4,Entry,4,No,Data Science
S01624,18,Female,3.23,1009,813,2.01,Engineering,4,4,1,2,5,3,70600,6,4,Mid,10,No,Entrepreneurship
S01625,22,Male,3.06,1448,969,2.3,Computer Science,0,1,2,3,7,3,37200,8,2,Entry,1,No,AI
S01626,26,Male,2.18,1451,955,2.85,Arts,4,5,3,10,2,0,46000,10,5,Entry,4,No,Culinary Arts
S01627,18,Male,2.89,1496,848,3.6,Arts,3,6,3,9,2,4,50500,1,3,Mid,1,No,Entrepreneurship
S01628,26,Male,4.0,1087,484,2.56,Computer Science,0,0,2,9,9,4,52300,3,2,Entry,10,Yes,Data Science
S01629,25,Female,3.67,1387,482,3.25,Law,3,2,1,8,4,2,28000,4,2,Mid,4,No,Biology
S01630,21,Female,3.79,1253,237,2.82,Arts,2,3,0,7,1,0,52300,5,5,Entry,3,Yes,Medicine
S01631,29,Male,3.65,918,525,2.47,Business,1,1,3,1,9,0,25000,1,4,Entry,7,No,Cybersecurity
S01632,28,Male,2.21,1292,339,3.03,Business,2,9,0,9,1,5,40100,9,3,Mid,6,No,Environmental Science
S01633,27,Other,2.45,1160,268,3.59,Arts,4,4,0,10,2,0,44500,8,5,Mid,6,No,Data Science
S01634,22,Male,2.01,1309,932,3.66,Mathematics,3,3,2,2,9,2,25400,2,2,Entry,10,No,Entrepreneurship
S01635,22,Female,2.61,1302,266,3.69,Mathematics,0,1,1,6,3,1,59800,5,1,Senior,3,No,HR
S01636,28,Male,2.22,1569,528,2.68,Engineering,3,0,5,10,1,4,36200,9,3,Entry,6,No,Data Science
S01637,29,Female,2.95,1383,92,3.59,Arts,4,7,0,5,3,2,75000,3,1,Entry,3,No,Human Rights
S01638,23,Female,3.35,1203,248,2.42,Medicine,0,1,1,6,9,2,56100,5,4,Mid,7,No,HR
S01639,24,Female,3.75,1523,19,3.48,Law,2,3,4,8,2,5,46200,9,5,Entry,2,No,Culinary Arts
S01640,25,Female,3.5,1555,872,3.9,Medicine,3,9,5,8,5,2,60900,6,4,Mid,9,No,Psychology
S01641,25,Male,3.88,917,390,2.03,Computer Science,1,4,5,10,1,5,25000,5,5,Mid,10,No,AI
S01642,28,Male,2.11,1083,388,2.88,Law,4,1,5,2,10,5,52600,8,2,Mid,2,No,Psychology
S01643,19,Female,2.02,1304,926,3.3,Law,4,9,1,7,1,0,31000,5,4,Senior,1,No,Physics
S01644,26,Male,3.32,1030,615,3.4,Business,3,8,2,2,7,2,62100,9,1,Senior,4,Yes,AI
S01645,24,Female,2.58,1378,95,2.35,Law,2,1,2,1,10,1,43100,3,2,Executive,8,No,Biology
S01646,21,Female,2.51,907,430,3.94,Engineering,2,5,4,8,10,3,25000,1,5,Mid,7,No,AI
S01647,21,Female,2.66,1217,795,3.23,Arts,1,6,2,9,3,2,29300,4,2,Entry,6,No,Culinary Arts
S01648,28,Female,2.54,1290,941,2.33,Medicine,1,5,1,7,1,5,49900,7,1,Entry,10,No,Data Science
S01649,25,Female,3.02,1418,725,2.04,Business,3,3,5,4,1,1,55000,3,3,Entry,7,Yes,Psychology
S01650,21,Female,2.88,1035,37,3.57,Mathematics,0,0,1,7,5,5,26400,10,5,Entry,4,No,Finance
S01651,23,Male,3.02,1430,393,2.16,Business,2,1,5,4,3,0,25000,8,3,Mid,8,No,Human Rights
S01652,22,Male,3.35,1550,573,2.28,Engineering,0,9,1,7,4,3,43400,2,2,Mid,4,No,Cybersecurity
S01653,20,Male,2.77,1266,291,3.15,Engineering,0,9,2,4,6,4,73900,9,4,Entry,10,No,Marketing
S01654,27,Female,2.5,1388,874,3.21,Engineering,3,5,1,9,2,4,41800,3,5,Senior,8,Yes,Data Science
S01655,28,Male,2.33,1588,303,3.37,Engineering,1,7,3,5,7,0,53200,6,2,Mid,5,No,Nursing
S01656,19,Female,2.7,910,756,2.79,Mathematics,0,2,5,7,5,0,25000,7,5,Entry,9,Yes,AI
S01657,26,Male,3.48,1452,917,3.55,Medicine,3,6,5,8,8,4,90400,5,1,Entry,7,No,Data Science
S01658,27,Female,3.51,1345,401,3.95,Engineering,1,8,4,5,4,0,33300,10,2,Entry,10,No,Biology
S01659,26,Male,3.33,1013,823,2.54,Business,0,3,3,1,8,4,51300,5,4,Entry,10,No,Biomedical Engineering
S01660,18,Female,2.47,1591,344,3.41,Business,0,6,1,4,4,0,25000,1,5,Senior,6,No,Corporate Law
S01661,27,Female,3.18,1095,863,3.86,Mathematics,1,6,2,3,5,4,56000,4,4,Mid,2,Yes,Cybersecurity
S01662,20,Male,3.14,1222,518,3.37,Law,1,9,4,7,3,1,40900,1,4,Entry,6,No,Psychology
S01663,25,Male,2.97,1411,377,3.36,Arts,4,8,3,6,4,0,53400,9,1,Entry,1,No,Film
S01664,23,Female,3.1,1527,931,2.45,Business,4,2,1,6,9,4,45400,9,3,Mid,2,No,AI
S01665,22,Female,2.98,1561,818,3.07,Business,3,0,2,2,5,0,57000,5,2,Senior,5,No,AI
S01666,22,Male,3.13,1529,165,3.13,Mathematics,3,7,1,6,4,4,65500,5,3,Entry,7,No,Software Development
S01667,23,Other,3.43,1064,13,3.4,Medicine,2,3,5,8,4,4,28700,5,3,Mid,1,No,Physics
S01668,24,Female,2.22,1151,25,3.99,Law,4,1,3,5,7,5,74800,7,1,Senior,2,No,Psychology
S01669,18,Female,3.5,943,736,2.07,Business,1,4,3,9,2,5,39100,6,4,Mid,4,Yes,Cybersecurity
S01670,26,Male,2.27,1369,123,2.13,Computer Science,4,3,4,2,4,3,56600,2,4,Senior,9,No,Software Development
S01671,20,Male,2.13,1388,129,2.16,Business,3,0,2,7,3,0,36500,10,2,Entry,8,No,Music
S01672,21,Female,3.95,1080,817,3.49,Arts,3,6,0,6,7,1,51700,3,1,Mid,10,No,Cybersecurity
S01673,27,Female,3.91,976,634,2.27,Arts,3,3,1,6,4,2,44200,5,5,Entry,9,Yes,Software Development
S01674,18,Female,2.12,1273,547,3.24,Law,1,7,2,4,8,2,79600,7,4,Mid,4,Yes,Marketing
S01675,28,Male,2.89,1527,595,2.65,Law,0,8,0,10,5,5,38200,2,2,Entry,7,No,AI
S01676,27,Male,2.37,966,309,2.91,Engineering,3,7,2,9,9,0,73900,4,5,Mid,3,No,AI
S01677,20,Male,2.97,1424,436,2.43,Medicine,4,0,1,6,9,5,34700,1,3,Entry,8,No,Medicine
S01678,19,Male,3.66,991,182,3.73,Arts,0,7,1,8,3,4,73900,7,1,Mid,7,No,AI
S01679,19,Male,3.9,1550,588,3.17,Computer Science,4,4,4,8,9,4,64600,2,5,Mid,8,No,Data Science
S01680,18,Male,3.27,1143,616,3.89,Computer Science,3,0,3,4,4,1,44300,8,4,Senior,9,No,Nursing
S01681,25,Other,2.71,1240,744,3.15,Engineering,1,8,3,5,9,0,47300,10,2,Mid,6,No,Biomedical Engineering
S01682,20,Male,3.21,1203,815,2.25,Medicine,0,8,3,2,2,2,52300,1,2,Mid,4,Yes,Medicine
S01683,20,Female,2.62,1297,43,2.34,Medicine,0,6,4,4,5,1,50000,2,1,Mid,3,No,Physics
S01684,23,Female,3.82,1347,404,3.98,Law,3,6,3,6,6,0,56000,8,3,Entry,3,No,Entrepreneurship
S01685,25,Female,3.74,996,929,3.45,Business,3,0,2,2,3,0,51700,5,4,Mid,6,No,Nursing
S01686,26,Male,3.12,1230,605,2.1,Computer Science,3,8,3,2,2,5,34900,5,3,Mid,8,No,Software Development
S01687,26,Female,2.65,1104,656,3.41,Computer Science,2,0,3,10,1,5,42000,7,1,Entry,8,No,Robotics
S01688,21,Female,2.59,1348,766,2.82,Mathematics,1,6,5,7,7,0,54200,4,1,Executive,8,No,Robotics
S01689,22,Female,2.07,1317,590,2.61,Computer Science,1,8,1,10,4,3,33800,9,3,Entry,9,No,AI
S01690,19,Female,3.63,1548,263,2.31,Computer Science,3,8,4,5,8,1,42000,3,5,Entry,1,No,AI
S01691,28,Other,2.9,976,70,3.68,Mathematics,2,4,4,3,8,0,57900,8,5,Entry,7,No,Software Development
S01692,26,Female,2.65,1448,661,2.13,Arts,3,5,3,3,8,5,53600,3,1,Entry,10,No,Robotics
S01693,25,Male,2.94,1324,292,2.58,Medicine,3,1,5,7,2,1,45600,8,5,Entry,9,No,Cybersecurity
S01694,20,Female,3.64,1328,214,2.61,Business,1,1,0,3,5,2,65200,1,5,Entry,2,No,Cybersecurity
S01695,28,Male,2.25,1384,872,2.32,Arts,2,9,1,10,8,0,64500,10,2,Entry,4,No,Cybersecurity
S01696,29,Female,3.72,1034,822,3.02,Medicine,1,8,3,5,10,4,41100,10,3,Mid,6,Yes,Entrepreneurship
S01697,26,Male,3.8,1553,147,2.02,Engineering,3,0,0,2,2,0,59900,7,2,Entry,4,No,Psychology
S01698,20,Male,3.89,1153,25,2.6,Computer Science,4,9,2,3,2,0,36500,1,2,Mid,9,No,Data Science
S01699,26,Female,2.79,1459,323,3.87,Business,0,4,5,4,1,1,53900,2,1,Entry,10,No,Marketing
S01700,19,Female,2.43,1154,996,2.62,Medicine,3,6,5,1,6,1,53700,1,1,Senior,1,No,Marketing
S01701,29,Male,2.75,1545,109,2.72,Engineering,2,9,1,4,5,5,50000,10,1,Senior,9,No,Medicine
S01702,27,Male,2.67,1398,693,2.95,Computer Science,4,5,5,4,1,3,46000,3,2,Entry,10,No,Nursing
S01703,26,Female,2.35,1512,251,3.12,Engineering,2,5,4,3,8,0,50800,9,4,Mid,1,No,Medicine
S01704,25,Male,3.21,1383,482,3.62,Mathematics,3,5,0,10,8,5,49800,1,2,Mid,1,No,Cybersecurity
S01705,26,Female,2.95,945,715,2.38,Engineering,3,7,3,9,5,2,25000,3,2,Entry,5,No,Finance
S01706,22,Male,3.73,1342,816,3.74,Arts,0,6,0,3,3,1,70700,2,2,Entry,1,Yes,Medicine
S01707,28,Female,2.06,1481,682,3.52,Engineering,2,4,4,2,8,3,59400,5,5,Mid,10,No,Data Science
S01708,28,Female,3.29,1547,175,3.45,Arts,4,9,2,7,3,4,43100,7,5,Entry,9,No,Software Development
S01709,19,Male,3.53,1478,347,2.17,Law,0,1,0,9,4,4,64200,6,1,Senior,6,No,Film
S01710,25,Male,3.52,903,170,2.04,Arts,2,9,3,6,7,3,42200,10,2,Executive,9,No,Software Development
S01711,29,Male,3.77,900,2,3.19,Mathematics,3,5,0,5,7,5,25000,5,2,Entry,5,Yes,Criminal Law
S01712,23,Female,3.46,1189,646,3.73,Mathematics,0,9,5,1,4,4,55000,3,1,Mid,6,No,AI
S01713,25,Female,3.86,1008,639,3.17,Engineering,3,4,2,3,9,0,25900,7,3,Mid,2,Yes,Biomedical Engineering
S01714,28,Female,2.67,1474,558,2.43,Medicine,1,3,0,9,6,1,29900,9,4,Senior,9,No,Fashion Design
S01715,22,Male,3.01,1359,706,2.18,Engineering,1,9,2,8,8,2,33700,2,4,Mid,3,No,Finance
S01716,27,Male,2.03,1165,362,3.4,Engineering,0,4,2,9,7,4,51400,6,3,Mid,5,No,Data Science
S01717,19,Male,2.01,1037,721,3.44,Medicine,0,8,1,8,4,0,52500,5,1,Mid,8,No,Data Science
S01718,23,Male,2.48,1333,296,2.35,Computer Science,2,1,1,1,2,5,65800,9,3,Entry,5,No,Marketing
S01719,22,Female,2.2,943,570,2.06,Business,4,5,3,8,2,1,31500,8,4,Executive,10,No,Biomedical Engineering
S01720,29,Female,2.52,1409,590,2.82,Law,4,8,3,8,8,0,39000,9,3,Entry,4,No,Data Science
S01721,29,Female,2.35,1161,202,3.17,Computer Science,1,9,3,5,8,0,69200,7,2,Entry,4,Yes,Criminal Law
S01722,22,Male,2.06,1532,289,3.41,Engineering,1,4,2,6,1,5,57800,5,5,Entry,5,Yes,Biomedical Engineering
S01723,18,Female,3.82,1051,62,3.62,Computer Science,1,5,2,2,1,1,54600,4,2,Entry,3,No,Physics
S01724,19,Female,2.02,1112,502,3.22,Business,3,9,1,1,4,4,49400,8,4,Mid,10,No,Marketing
S01725,25,Female,3.47,1133,780,2.22,Mathematics,4,3,5,8,1,4,56000,2,5,Entry,4,No,Biomedical Engineering
S01726,20,Female,2.3,1522,126,3.37,Computer Science,0,4,2,7,10,0,50400,1,5,Entry,5,No,Entrepreneurship
S01727,27,Male,3.82,1260,992,3.97,Business,1,7,1,4,1,3,51500,3,3,Entry,4,No,Biomedical Engineering
S01728,20,Male,3.79,1219,49,3.81,Computer Science,2,0,0,7,10,4,56900,7,2,Entry,3,No,Finance
S01729,25,Female,3.31,1121,600,3.74,Arts,0,0,3,2,5,0,36300,1,3,Entry,1,Yes,Cybersecurity
S01730,25,Male,3.34,1109,846,2.6,Engineering,0,9,3,2,1,5,52800,5,4,Senior,2,No,Medicine
S01731,19,Male,2.01,1295,773,3.5,Business,0,3,4,7,10,2,25000,5,5,Mid,9,No,Nursing
S01732,25,Female,3.97,1482,179,3.7,Law,4,9,5,3,6,2,50100,3,3,Entry,10,Yes,Culinary Arts
S01733,28,Female,3.76,1388,581,3.36,Engineering,1,2,1,6,4,3,42500,1,5,Entry,2,No,Cybersecurity
S01734,18,Female,3.79,1500,879,2.5,Arts,2,4,4,7,10,5,62200,5,2,Senior,2,No,Medicine
S01735,23,Male,3.32,1363,928,3.91,Mathematics,3,9,3,7,5,0,29000,8,4,Entry,5,Yes,Robotics
S01736,25,Male,2.69,1599,493,2.9,Computer Science,2,7,4,10,9,2,52900,9,2,Entry,10,Yes,Finance
S01737,20,Female,3.79,1523,433,2.26,Engineering,2,0,0,4,2,5,59300,6,3,Senior,9,No,Robotics
S01738,25,Other,2.58,1351,993,2.22,Computer Science,2,4,4,3,3,4,61200,1,3,Entry,3,No,Nursing
S01739,29,Female,3.13,1312,572,3.3,Computer Science,3,4,0,1,3,0,40200,5,1,Mid,9,No,Software Development
S01740,18,Female,2.2,1375,302,2.88,Engineering,2,1,3,7,9,3,44700,2,2,Entry,4,No,Biology
S01741,28,Female,3.84,1155,964,2.19,Business,2,4,2,9,3,3,56200,1,4,Senior,3,No,Data Science
S01742,28,Female,2.28,1049,761,3.48,Business,1,7,1,1,10,4,32700,3,5,Entry,5,No,Finance
S01743,26,Male,2.45,1026,990,3.6,Engineering,1,9,4,5,5,2,43300,10,1,Executive,7,No,Data Science
S01744,28,Female,3.12,1291,169,3.45,Business,1,6,5,4,6,5,36900,5,4,Mid,7,No,Criminal Law
S01745,26,Female,3.53,1379,977,2.4,Medicine,0,1,0,10,6,2,25000,9,2,Entry,2,No,Creative Writing
S01746,22,Female,3.24,1296,963,3.38,Computer Science,2,5,5,2,6,3,72000,7,5,Mid,7,No,Data Science
S01747,27,Female,2.46,1301,269,2.02,Engineering,4,9,3,7,1,1,50400,6,4,Senior,7,No,AI
S01748,21,Female,2.0,1173,364,2.61,Law,4,0,5,7,6,5,34300,9,1,Entry,2,Yes,Marketing
S01749,28,Male,3.51,1038,624,2.8,Arts,4,9,5,8,1,5,25000,6,5,Senior,10,No,AI
S01750,23,Female,3.97,1002,100,3.67,Mathematics,3,9,3,3,6,5,54800,4,2,Entry,9,No,HR
S01751,29,Male,3.62,1141,914,2.78,Engineering,1,2,2,6,10,3,26500,7,5,Entry,8,No,HR
S01752,24,Female,2.92,1016,215,2.02,Engineering,1,5,5,4,6,5,40000,2,2,Entry,2,No,HR
S01753,22,Male,3.81,1113,995,2.7,Computer Science,1,8,5,3,3,3,49300,2,3,Senior,6,No,Medicine
S01754,28,Male,2.82,1383,625,3.0,Arts,3,0,5,4,3,0,31400,6,3,Executive,8,No,Finance
S01755,27,Male,3.05,1428,97,3.9,Computer Science,2,5,3,1,6,4,74800,5,2,Senior,9,No,AI
S01756,26,Female,2.95,1590,819,3.88,Law,0,1,5,7,2,0,34600,6,4,Entry,1,No,Biomedical Engineering
S01757,20,Male,2.9,1123,630,2.36,Mathematics,1,8,3,7,5,3,31400,2,1,Executive,7,No,Marketing
S01758,24,Male,3.55,1169,548,2.37,Business,2,1,2,7,10,0,53400,2,3,Entry,10,No,AI
S01759,27,Female,3.05,1033,337,2.33,Engineering,4,2,3,2,3,2,44700,1,4,Entry,5,No,Robotics
S01760,27,Male,2.63,1013,359,3.58,Computer Science,0,1,5,1,5,3,79000,2,5,Entry,9,No,Finance
S01761,28,Female,2.52,1340,290,2.01,Mathematics,4,3,0,9,3,2,71100,10,3,Executive,9,Yes,Nursing
S01762,22,Female,2.08,1543,396,2.25,Law,2,3,5,2,2,2,72500,7,4,Mid,3,No,AI
S01763,24,Female,3.17,1550,901,3.08,Law,2,9,4,5,4,4,58200,2,1,Entry,10,No,AI
